sku;nombre;descripcion;seller;cat_fcom;nombre_cat_fcom;estado_publicacion;precio1;precio2;precio3;precio4;tipo_precio1;tipo_precio2;fcom_url;fecha_publicacion;origen;jl1;jl1_nombre;jl2;jl2_nombre;jl3;jl3_nombre;mkp_nombre
6537207;MK Maquina Ejercicio Bicicleta Estatica Infantil 3;Máquina Ejercicio Bicicleta Estática Infantil 3485;Fernapet;cat12270023;Juegos Deportivos;Despublicado;;;  100990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6537207_1?$producto308$;02/07/2018 12:53;Market Place;J09;NIÑOS;J0909;JUGUETERIA;J090906;ELECTRONICOS;MK Maquina Ejercicio Bicicleta Estatica Infantil 3
6537220;MK Maquina De Ejercicios Infantil Remo 34853;Máquina de Ejercicios Infantil Remo 34853;Fernapet;cat8990009;Máquinas de Ejercicios;Despublicado;;;114990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6537220_1?$producto308$;02/07/2018 12:55;Market Place;J09;NIÑOS;J0909;JUGUETERIA;J090906;ELECTRONICOS;MK Maquina De Ejercicios Infantil Remo 34853
6537211;MK Maquina Ejercicio Caminadora Aerea Infantil 348;Máquina Ejercicio Caminadora Aérea Infantil 34857;Fernapet;cat8990009;Máquinas de Ejercicios;Despublicado;;      114990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6537211_1?$producto308$;02/07/2018 12:53;Market Place;J09;NIÑOS;J0909;JUGUETERIA;J090906;ELECTRONICOS;MK Maquina Ejercicio Caminadora Aerea Infantil 348
6537216;MK Maquina Ejercicio Infantil Caminadora Junior 34;Máquina Ejercicio Infantil Caminadora Junior 34852;Fernapet;cat8990009;Máquinas de Ejercicios;Publicado;;    114990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6537216_1?$producto308$;02/07/2018 12:54;Market Place;J09;NIÑOS;J0909;JUGUETERIA;J090906;ELECTRONICOS;MK Maquina Ejercicio Infantil Caminadora Junior 34
6537162;MK Comedor Esquinero  2 Sillas Madera Maciza;Comedor Esquinero + 2 Sillas Madera Maciza;Fernapet;cat7190097;Iluminación inteligente;Despublicado;;;  142990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6537162_1?$producto308$;02/07/2018 12:51;Market Place;J13;MUEBLES;J1302;COMEDOR;J130201;MESA DE COMEDOR;MK Comedor Esquinero  2 Sillas Madera Maciza
6537160;MK Comedor Esquinero  2 Sillas Madera Maciza;Comedor Esquinero + 2 Sillas Madera Maciza;Fernapet;cat7190097;Iluminación inteligente;Despublicado;;;  142990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6537160_1?$producto308$;02/07/2018 12:51;Market Place;J13;MUEBLES;J1302;COMEDOR;J130201;MESA DE COMEDOR;MK Comedor Esquinero  2 Sillas Madera Maciza
6541405;MK Parlante Barra  Subwoofer Aiwa Mp3 Usb Aux 2129;Parlante Barra + Subwoofer Aiwa Mp3 Usb Aux 21298;AIWA;cat1700004;Soundbar;Publicado;;;  55990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6541405_1?$producto308$;02/07/2018 12:57;Market Place;J11;ELECTRO HOGAR;J1114;ACCESORIOS;J111401;ACCESORIOS AUDIO;MK Parlante Barra  Subwoofer Aiwa Mp3 Usb Aux 2129
6418703;MK Set Fundas Sparco  Cubre Volante y almohadilla;Set Fundas Sparco  Cubre Volante y Almohadilla;Fernapet;cat3007;Accesorios Auto;Publicado;;; 47990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418703_1?$producto308$;28/06/2018 10:24;Market Place;J17;REGALOS;J1701;REGALERIA;J170108;ADORNOS;MK Set Fundas Sparco  Cubre Volante y almohadilla
6394729;MK Jaula De Transporte Perro Canilpet M Alto 32 Cm;MK Jaula De Transporte Perro Canilpet M Alto 32 Cm;B2Q;cat9360001;Mundo Mascotas;Publicado;;    22990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6394729_1?$producto308$;23/04/2018 22:16;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Jaula De Transporte Perro Canilpet M Alto 32 Cm
6396708;MK Arnes De Perro Gopro Fetch Dog Harness 170315;Arnes de Perro Gopro Fetch Dog Harness 170315;Fernapet;cat9360001;Mundo Mascotas;Publicado;;;  29990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6396708_1?$producto308$;23/04/2018 22:22;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Arnes De Perro Gopro Fetch Dog Harness 170315
6397000;MK Casa Gatos Y Perros Acolchada Tipo Frutilla;Casa Gatos y Perros Acolchada Tipo Frutilla;Fernapet;cat9360001;Mundo Mascotas;Publicado;;;  12990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6397000_1?$producto308$;23/04/2018 22:26;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Casa Gatos Y Perros Acolchada Tipo Frutilla
6396719;MK Baño Perros Gatos Ecológico Extra Grande;Baño Perros Gatos Ecológico Extra Grande;Fernapet;cat9360001;Mundo Mascotas;Publicado;;;  20990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6396719_1?$producto308$;23/04/2018 22:23;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Baño Perros Gatos Ecológico Extra Grande
6396227;MK Cama Mascotas Talla S Perros Ax0002s;Cama Mascotas Talla S Perros Ax0002S;Fernapet;cat9360001;Mundo Mascotas;Publicado;;      13990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6396227_1?$producto308$;23/04/2018 22:20;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Cama Mascotas Talla S Perros Ax0002s
6394744;MK Baño Perros Puppy Potty Ecologico Grande 60730;Baño Perros Puppy Potty Ecologico Grande 60730;Fernapet;cat9360001;Mundo Mascotas;Publicado;;;19990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6394744_1?$producto308$;23/04/2018 22:18;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Baño Perros Puppy Potty Ecologico Grande 60730
6397008;MK Casa Cama Perro O Gato Acolchada Nido;Casa Cama Perro o Gato Acolchada Nido;Fernapet;cat9360001;Mundo Mascotas;Publicado;;;  24990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6397008_1?$producto308$;23/04/2018 22:28;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Casa Cama Perro O Gato Acolchada Nido
6394772;MK Plato Comida Perro Come Lento Slow Bowl  33cm;Plato Comida Perro Come Lento Slow Bowl  33Cm;Fernapet;cat9360001;Mundo Mascotas;Publicado;;;  13990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6394772_1?$producto308$;23/04/2018 22:18;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Plato Comida Perro Come Lento Slow Bowl  33cm
6395767;MK Botella Agua Portatil Mascota Perros;Botella Agua Portatil Mascota Perros;Fernapet;cat9360001;Mundo Mascotas;Publicado;;;7990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6395767_1?$producto308$;23/04/2018 22:19;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Botella Agua Portatil Mascota Perros
6395774;MK Cama Perro Gato Redonda Base Impermeable;Cama Perro Gato Redonda Base Impermeable;Fernapet;cat9360001;Mundo Mascotas;Publicado;;      15990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6395774_1?$producto308$;23/04/2018 22:19;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Cama Perro Gato Redonda Base Impermeable
6396713;MK Baño Perros Puppy Potty Ecologico Gatos;Baño Perros Puppy Potty Ecologico Gatos;Fernapet;cat9360001;Mundo Mascotas;Publicado;;     9990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6396713_1?$producto308$;23/04/2018 22:23;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Baño Perros Puppy Potty Ecologico Gatos
6394720;MK Perfume Perro Sir Dog Lady Mascota;MK Perfume Perro Sir Dog Lady Mascota;B2Q;cat9360001;Mundo Mascotas;Publicado;;;9990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6394720_1?$producto308$;23/04/2018 22:14;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Perfume Perro Sir Dog Lady Mascota
6394726;MK Hebilla Adaptador Perro Cinturón Seguridad;MK Hebilla Adaptador Perro Cinturón Seguridad;B2Q;cat9360001;Mundo Mascotas;Publicado;;;   5990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6394726_1?$producto308$;23/04/2018 22:16;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Hebilla Adaptador Perro Cinturón Seguridad
6395824;MK Cama Mascota Manilla Raza Pequeña Perro Gato;Cama Mascota Manilla Raza Pequeña Perro Gato;Fernapet;cat9360001;Mundo Mascotas;Publicado;;;19990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6395824_1?$producto308$;23/04/2018 22:20;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Cama Mascota Manilla Raza Pequeña Perro Gato
6396999;MK Jaula de transporte Canil Pet XL;Jaula de Transporte Canil Pet Xl;Genérica;cat9360001;Mundo Mascotas;Publicado;;       47990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6396999_1?$producto308$;23/04/2018 22:26;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Jaula de transporte Canil Pet XL
6394722;MK Cama Perro Gato Redonda Base Impermeable;Cama Perro Gato Redonda Base Impermeable;Fernapet;cat9360001;Mundo Mascotas;Publicado;;      29990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6394722_1?$producto308$;23/04/2018 22:15;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Cama Perro Gato Redonda Base Impermeable
6394718;MK Cama  Mascotas Chiporro Talla S;MK Cama  Mascotas Chiporro Talla S;Fernapet;cat9360001;Mundo Mascotas;Publicado;;;18990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6394718_1?$producto308$;23/04/2018 22:14;Market Place;J17;REGALOS;J1701;REGALERIA;J170112;REGALOS INFANTILES;MK Cama  Mascotas Chiporro Talla S
6418687;MK Lanyard Sparco Porta Credenciales Llavero 59320;Lanyard Sparco Porta Credenciales Llavero 59320;Fernapet;cat3007;Accesorios Auto;Publicado;;      3990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418687_1?$producto308$;23/05/2018 07:20;Market Place;J17;REGALOS;J1701;REGALERIA;J170108;ADORNOS;MK Lanyard Sparco Porta Credenciales Llavero 59320
6421993;MK Audífono Bluetooth V4.1 Aiwa Aw-880bt Gris;Audífono Bluetooth V4.1 Aiwa Aw-880bt Gris;AIWA;cat7690003;Audifonos Bluetooth;Publicado;;      15990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6421993_1?$producto308$;23/05/2018 08:08;Market Place;J11;ELECTRO HOGAR;J1114;ACCESORIOS;J111401;ACCESORIOS AUDIO;MK Audífono Bluetooth V4 1 Aiwa Aw-880bt Gris
6422303;MK Audífono Bluetooth Manos Libre Aiwa Aw2 Pro Bla;Audífono Bluetooth Manos Libre Aiwa Aw2 Pro Blanco;AIWA;cat7690003;Audifonos Bluetooth;Publicado;;;21990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6422303_1?$producto308$;23/05/2018 07:19;Market Place;J11;ELECTRO HOGAR;J1114;ACCESORIOS;J111401;ACCESORIOS AUDIO;MK Audífono Bluetooth Manos Libre Aiwa Aw2 Pro Bla
6418675;MK Set Fundas Sparco Cubre Asiento Italia 313754;Set Fundas Sparco Cubre Asiento Italia 313754;Fernapet;cat3007;Accesorios Auto;Publicado;;     29990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418675_1?$producto308$;23/05/2018 07:17;Market Place;J17;REGALOS;J1701;REGALERIA;J170108;ADORNOS;MK Set Fundas Sparco Cubre Asiento Italia 313754
6418641;MK Kit De Cable Amplificador Bowmann;Kit De Cable Amplificador Bowmann;Bowmann;cat3007;Accesorios Auto;Publicado;;;   16990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418641_1?$producto308$;23/05/2018 07:15;Market Place;J11;ELECTRO HOGAR;J1102;AUDIO;J110206;CAR AUDIO;MK Kit De Cable Amplificador Bowmann
6418693;MK Almohada Cervical Sparco Negro;Almohada Cervical Sparco Negro Auto Butaca 06578;Fernapet;cat3007;Accesorios Auto;Publicado;;      7990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418693_1?$producto308$;23/05/2018 08:07;Market Place;J17;REGALOS;J1701;REGALERIA;J170108;ADORNOS;MK Almohada Cervical Sparco Negro
6418699;MK Cubre Asiento 3d Gris Sparco;Cubre Asiento 3d Gris Sparco Funda 30162;Fernapet;cat3007;Accesorios Auto;Publicado;;; 25990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418699_1?$producto308$;23/05/2018 08:07;Market Place;J17;REGALOS;J1701;REGALERIA;J170108;ADORNOS;MK Cubre Asiento 3d Gris Sparco
6418683;MK Set 4 Tapa Rueda 13 Pulgada Sparco Leggera;Set 4 Tapa Rueda 13 Pulgada Sparco Leggera;Fernapet;cat3007;Accesorios Auto;Publicado;;; 25990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418683_1?$producto308$;23/05/2018 07:19;Market Place;J17;REGALOS;J1701;REGALERIA;J170108;ADORNOS;MK Set 4 Tapa Rueda 13 Pulgada Sparco Leggera
6418685;MK Cubre Asiento New Backrest Sparco Funda 08132;Cubre Asiento New Backrest Sparco Funda 08132;Fernapet;cat3007;Accesorios Auto;Publicado;;     20990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418685_1?$producto308$;23/05/2018 07:20;Market Place;J17;REGALOS;J1701;REGALERIA;J170108;ADORNOS;MK Cubre Asiento New Backrest Sparco Funda 08132
6418681;MK Cubre Volante Sparco y Cubre Cinturon Sparco;Cubre Volante Sparco y Cubre Cinturón Sparco 31517;Fernapet;cat3007;Accesorios Auto;Despublicado;;;  15990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418681_1?$producto308$;23/05/2018 07:19;Market Place;J17;REGALOS;J1701;REGALERIA;J170108;ADORNOS;MK Cubre Volante Sparco y Cubre Cinturon Sparco
6418689;MK Cubre Asiento 3d Azul Sparco Funda 30161;Cubre Asiento 3d Azul Sparco Funda 30161;Fernapet;cat3007;Accesorios Auto;Publicado;;; 24990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418689_1?$producto308$;23/05/2018 07:21;Market Place;J17;REGALOS;J1701;REGALERIA;J170108;ADORNOS;MK Cubre Asiento 3d Azul Sparco Funda 30161
6421995;MK Audífono Bluetooth V4.1 Aiwa Aw-880bt negro;Audífono Bluetooth V4.1 Aiwa Aw-880bt negro;AIWA;cat7690003;Audifonos Bluetooth;Publicado;;;  15990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6421995_1?$producto308$;23/05/2018 07:19;Market Place;J11;ELECTRO HOGAR;J1114;ACCESORIOS;J111401;ACCESORIOS AUDIO;MK Audífono Bluetooth V4 1 Aiwa Aw-880bt negro
6421994;MK Audífono Bluetooth V4.1 Aiwa Aw-880bt Rojo/Negr;Audífono Bluetooth V4.1 Aiwa Aw-880bt Rojo/Negro;AIWA;cat7690003;Audifonos Bluetooth;Publicado;;    15990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6421994_1?$producto308$;23/05/2018 08:08;Market Place;J11;ELECTRO HOGAR;J1114;ACCESORIOS;J111401;ACCESORIOS AUDIO;MK Audífono Bluetooth V4 1 Aiwa Aw-880bt Rojo/Negr
6421992;MK Radio Auto Aiwa Bt Mp3 Usb Sd Dvd Aux 200w 2125;Radio Auto Aiwa Bt Mp3 Usb Sd Dvd Aux 200w 21259;AIWA;cat3202;Radios de Auto;Despublicado;;;  157990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6421992_1?$producto308$;23/05/2018 08:08;Market Place;J11;ELECTRO HOGAR;J1102;AUDIO;J110206;CAR AUDIO;MK Radio Auto Aiwa Bt Mp3 Usb Sd Dvd Aux 200w 2125
6418614;MK Pack Radio Bt 21073 y Camara Regalo 21139;Pack Radio Bt 21073 y Cámara Regalo 21139;Bowmann;cat3202;Radios de Auto;Despublicado;;     106990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418614_1?$producto308$;23/05/2018 07:15;Market Place;J11;ELECTRO HOGAR;J1102;AUDIO;J110206;CAR AUDIO;MK Pack Radio Bt 21073 y Camara Regalo 21139
6418543;MK Kit Cierre Centralizado Auto Bowmann 31854;Kit Cierre Centralizado Auto Bowmann 31854;Bowmann;cat3007;Accesorios Auto;Despublicado;;       14990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418543_1?$producto308$;23/05/2018 07:14;Market Place;J11;ELECTRO HOGAR;J1102;AUDIO;J110206;CAR AUDIO;MK Kit Cierre Centralizado Auto Bowmann 31854
6437323;MK Parlante Aiwa Top Hifi Inalambrico Blanco 21263;Parlante Aiwa Top Hifi Inalámbrico Blanco 21263;AIWA;cat3007;Accesorios Auto;Publicado;;;  20990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6437323_1?$producto308$;23/05/2018 07:20;Market Place;J11;ELECTRO HOGAR;J1114;ACCESORIOS;J111401;ACCESORIOS AUDIO;MK Parlante Aiwa Top Hifi Inalambrico Blanco 21263
6418548;MK Parlante Bluetooth Bowmann;Parlante Bluetooth Bowmann;Bowmann;cat3007;Accesorios Auto;Publicado;;;  59990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418548_1?$producto308$;23/05/2018 07:14;Market Place;J11;ELECTRO HOGAR;J1102;AUDIO;J110206;CAR AUDIO;MK Parlante Bluetooth Bowmann 21243
6418677;MK Aspiradora Para Auto Sparco Portatil 12v 31209;Aspiradora Para Auto Sparco Portátil 12v 31209;Fernapet;cat3007;Accesorios Auto;Publicado;;;   23990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418677_1?$producto308$;23/05/2018 07:18;Market Place;J17;REGALOS;J1701;REGALERIA;J170108;ADORNOS;MK Aspiradora Para Auto Sparco Portatil 12v 31209
6418645;MK Aspiradora Sparco 12v 400ml Alambrica 31545;Aspiradora Sparco 12v 400ml Alámbrica 31545;Fernapet;cat3007;Accesorios Auto;Publicado;;       28990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418645_1?$producto308$;23/05/2018 07:16;Market Place;J17;REGALOS;J1701;REGALERIA;J170108;ADORNOS;MK Aspiradora Sparco 12v 400ml Alambrica 31545
6418642;MK Radio Auto Multimedia  2 Din 4plg  038885;Radio Auto Multimedia  2 Din 4plg;038885;Bowmann;cat3007;Accesorios Auto;Despublicado;;     49990.0;;       55990.0;INTERNET;NORMAL;http://falabella.scene7.com/is/image/Falabella/6418642_1?$producto308$;23/05/2018 07:15;Market Place;J11;ELECTRO HOGAR;J1102;AUDIO;J110206;CAR AUDIO;MK Radio Auto Multimedia  2 Din 4plg  038885
6418610;MK Radio Auto Bowmann Desmontable;Radio Auto Bowmann Desmontable;Bowmann;cat3202;Radios de Auto;Publicado;;      37990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418610_1?$producto308$;23/05/2018 07:15;Market Place;J11;ELECTRO HOGAR;J1102;AUDIO;J110206;CAR AUDIO;MK Radio Auto Bowmann Desmontable
6437322;MK Parlante Bluetooth Aiwa Pop Agua 21245;Parlante Bluetooth Aiwa Pop Agua 21245;AIWA;cat3007;Accesorios Auto;Publicado;;    14990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6437322_1?$producto308$;23/05/2018 07:19;Market Place;J11;ELECTRO HOGAR;J1114;ACCESORIOS;J111401;ACCESORIOS AUDIO;MK Parlante Bluetooth Aiwa Pop Agua 21245
6437348;MK Parlante Bluetooth Aiwa Radio  Aux Sd 100w 2126;Parlante Bluetooth Aiwa Radio  Aux Sd 100w 21265;AIWA;cat3202;Radios de Auto;Publicado;;;   69990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6437348_1?$producto308$;23/05/2018 07:20;Market Place;J11;ELECTRO HOGAR;J1102;AUDIO;J110202;EQUIPOS DE SONIDO;MK Parlante Bluetooth Aiwa Radio  Aux Sd 100w 2126
6422301;MK Audífono Bluetooth Manos Libre Aiwa Aw2 Pro Azu;Audífono Bluetooth Manos Libre Aiwa Aw2 Pro Azul;AIWA;cat7690003;Audifonos Bluetooth;Publicado;;    20990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6422301_1?$producto308$;23/05/2018 07:19;Market Place;J11;ELECTRO HOGAR;J1114;ACCESORIOS;J111401;ACCESORIOS AUDIO;MK Audífono Bluetooth Manos Libre Aiwa Aw2 Pro Azu
6422304;MK Audífono Bluetooth Manos Libre Aiwa Aw2 Pro neg;Audífono Bluetooth Manos Libre Aiwa Aw2 Pro negro;AIWA;cat7690003;Audifonos Bluetooth;Despublicado;;;21990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6422304_1?$producto308$;23/05/2018 07:19;Market Place;J11;ELECTRO HOGAR;J1114;ACCESORIOS;J111401;ACCESORIOS AUDIO;MK Audífono Bluetooth Manos Libre Aiwa Aw2 Pro neg
6418701;MK Cubre Volante  y Cubre Cinturon Sparco;Cubre Volante  y Cubre Cinturón Sparco;Fernapet;cat3007;Accesorios Auto;Despublicado;;     15990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418701_1?$producto308$;23/05/2018 08:08;Market Place;J17;REGALOS;J1701;REGALERIA;J170108;ADORNOS;MK Cubre Volante  y Cubre Cinturon Sparco
6418671;MK Set Fundas Sparco Asiento Ecocuero Negro 31096;Set Fundas Sparco Asiento Ecocuero Negro 31096;Fernapet;cat3007;Accesorios Auto;Despublicado;;;   57990.0;;NORMAL;;http://falabella.scene7.com/is/image/Falabella/6418671_1?$producto308$;23/05/2018 07:16;Market Place;J17;REGALOS;J1701;REGALERIA;J170108;ADORNOS;MK Set Fundas Sparco Asiento Ecocuero Negro 31096
